uid,total_facebook_statuses,account_membership_period,service_support_calls,number_of_snaps,total_whatsapp_charge,sub_country_code,total_twitter_tweets,country,total_email_characters,email_plan,total_whatsapp_msg_characters,social_account_number,total_whatsapp_msgs,total_facebook_charge,total_twitter_charge,snapchat_plan,total_email_charge,total_twitter_tweet_characters,total_emails,total_facebook_status_characters,turn_anti_social
1714,96,91,3,27,9.47,510,93,AR,6.6,no,210.5,415-4875,82,34.78,11.56,yes,1.78,136,2,204.6,0
1715,82,105,2,0,,510,111,TN,10.9,no,157,366-2622,74,20.28,15.73,no,2.94,185.1,4,119.3,0
1716,104,148,2,0,,415,87,NV,7.9,no,280.8,406-7844,99,47.48,17.14,no,2.13,201.6,2,279.3,1
1717,94,28,0,0,9.4,415,86,WY,10.6,no,208.8,392-6856,124,31.93,21.13,no,2.86,248.6,5,187.8,0
1718,112,125,0,34,5.29,510,108,SD,10.3,no,117.6,393-9677,102,45.63,18.89,yes,2.78,222.2,3,268.4,0
1719,115,17,6,31,10.09,510,59,TN,10,no,224.3,382-5401,102,26.03,15.8,yes,2.7,185.9,1,153.1,1
1720,90,163,1,0,9.5,415,113,SD,7.8,yes,211.1,379-7290,94,33.52,16.02,no,2.11,188.5,8,197.2,0
1721,92,75,1,0,7.79,415,142,MN,11.9,no,173,379-7779,96,24.34,17.77,no,3.21,,9,143.2,0
1722,85,94,4,0,11.07,408,98,AZ,9.2,no,245.9,354-7339,97,30.91,17.2,no,2.48,202.4,2,181.8,0
1723,79,87,1,0,6.44,408,105,MA,4.2,no,143.1,337-2986,90,31.77,15.52,no,1.13,182.6,14,186.9,0
1724,85,109,1,27,8.88,415,92,LA,,no,197.3,395-6195,97,28.37,18.8,yes,3.32,,4,,1
1725,101,15,2,0,10.12,415,79,MO,,no,224.8,417-9814,83,22.98,12.96,no,2.27,152.5,5,,0
1726,133,106,0,0,8.59,510,73,WV,,no,190.8,347-9738,92,33.12,18.14,no,3.11,,7,194.8,0
1727,109,78,3,0,9.3,510,49,MI,14,no,206.7,414-2695,136,23.36,20.2,no,3.78,237.6,11,137.4,0
1728,101,179,0,0,,510,99,IL,11.6,no,181.9,348-2150,103,19.74,17.15,no,3.13,201.8,5,116.1,0
1729,87,127,1,0,7.05,415,101,NM,13,yes,156.7,363-1413,122,43.61,18.88,no,3.51,222.1,3,,0
1730,91,88,1,0,7,415,127,ME,,no,155.6,420-5179,125,32.64,10.85,no,2.03,127.6,5,192,0
1731,130,139,2,0,6.13,415,131,WV,,no,136.3,403-9766,108,46.17,13.26,no,3.13,156,9,271.6,0
1732,89,128,0,18,9.85,408,109,GA,13.6,yes,218.8,355-2634,102,37.76,13.65,yes,3.67,160.6,2,222.1,1
1733,100,81,0,31,,415,97,IL,9.7,no,168.7,375-3658,120,35.77,19.17,yes,2.62,225.5,4,210.4,0
1734,104,55,1,8,16.99,510,94,ID,9.7,no,377.5,331-7342,114,37.83,14.58,yes,2.62,171.5,2,222.5,0
1735,98,38,2,0,7.15,408,97,NC,8.2,no,159,359-4081,106,22.3,13.85,no,2.21,162.9,6,131.2,0
1736,101,130,0,0,9.41,408,105,TX,5.7,no,209.2,385-6175,64,42.84,14.47,no,1.54,170.2,5,252,0
1737,71,84,2,0,,408,88,OH,6.6,yes,196.9,375-9999,89,50.9,5.26,no,1.78,61.9,7,299.4,0
1738,108,72,1,21,8.42,408,86,CT,16.5,no,187.2,388-4879,119,31.74,28.48,yes,4.46,335,4,186.7,0
1739,98,42,2,0,12.56,415,93,MO,8.8,no,279.2,410-5250,91,31.37,17.04,no,2.38,200.5,3,184.5,0
1740,145,118,5,0,9.39,415,121,AR,,no,208.6,402-3892,91,45.53,26.89,no,3.89,316.4,11,267.8,1
1741,102,190,1,0,8.87,415,113,ND,8.9,no,197.1,391-5442,93,28.8,21.55,no,2.4,,5,169.4,0
1742,139,138,3,33,8.39,510,79,OK,9.7,no,186.4,406-5532,71,26.38,22.81,yes,2.62,,4,155.2,0
1743,103,160,2,0,8.02,415,121,MO,,no,178.2,347-5063,92,29.1,20.7,no,3.51,243.5,3,171.2,0
1744,121,80,1,0,,415,51,WI,9.3,no,364.3,398-5006,106,40.78,12.1,no,2.51,142.3,5,239.9,0
1745,118,137,3,0,9.84,510,93,SD,14.7,no,218.6,373-5732,50,41.16,16.24,no,3.97,191,2,242.1,0
1746,93,18,1,0,11.28,408,116,MD,8.2,no,250.6,347-7898,120,46.51,9.74,no,2.21,114.6,4,273.6,0
1747,110,110,4,0,8.28,415,140,FL,7.8,no,184.1,398-6703,86,41.23,13.8,no,2.11,162.3,3,,0
1748,77,177,2,0,9.47,408,109,OR,7.5,no,210.5,393-2812,66,14.43,21.89,no,2.03,257.5,5,84.9,0
1749,91,146,1,31,7.63,408,108,OH,7.8,no,169.6,391-8554,77,34.43,20.52,yes,2.11,241.4,2,,0
1750,78,83,1,0,9.53,510,115,OH,12.1,no,211.7,342-9480,100,38.74,17.64,no,3.27,207.5,5,227.9,0
1751,121,121,1,0,7.27,408,98,LA,,no,161.6,390-8760,103,30.86,18.56,no,2.3,218.4,5,181.5,0
1752,122,80,2,0,12.11,415,92,NC,,yes,269,420-8435,116,32.15,18.97,no,3.75,223.2,3,189.1,1
1753,94,38,3,0,10.05,415,95,OR,,no,223.3,375-8013,90,33.05,15.87,no,2.92,186.7,5,194.4,0
1754,114,137,0,0,7.32,415,110,NJ,,no,162.6,358-1921,104,41.38,10.3,no,3.29,121.2,5,243.4,0
1755,80,72,3,37,6.88,415,102,GA,14.7,no,152.8,362-1407,71,37.4,18.47,yes,3.97,217.3,6,220,0
1756,113,87,1,0,9.98,510,100,IN,13.4,no,221.7,414-2606,93,32.22,17.42,no,3.62,204.9,3,189.5,0
1757,62,122,2,28,7.65,510,88,WI,7.7,no,170.1,338-8784,84,28.22,19.88,yes,2.08,,3,166,0
1758,101,91,1,44,10.89,408,98,WI,9.1,no,242.1,377-7276,95,36.82,14.71,yes,2.46,173.1,3,216.6,0
1759,77,123,3,32,,510,78,LA,6.6,no,208.7,352-4182,85,36.09,21.38,yes,1.78,251.5,2,212.3,0
1760,61,68,1,0,11.51,415,84,TN,8.4,no,255.7,356-1582,76,30.38,21.45,no,2.27,252.3,4,178.7,0
1761,98,95,1,0,4.73,415,95,CA,8.2,no,105.2,341-3270,113,31.18,23.91,no,2.21,,8,183.4,0
1762,118,125,0,0,11.87,415,111,CT,9.6,yes,263.8,409-7523,112,31.84,13.66,no,2.59,160.7,2,187.3,1
1763,110,116,0,0,10.37,510,103,IL,8,no,230.4,360-7477,109,27.98,23,no,2.16,270.6,3,164.6,0
1764,69,40,1,31,,408,81,MA,7.5,no,120.3,351-7005,104,38.2,11.43,yes,2.03,134.5,5,224.7,1
1765,108,51,0,0,9.64,415,85,DE,14.1,yes,214.2,420-6465,92,26.11,19.8,no,3.81,232.9,4,153.6,1
1766,83,99,0,0,8.82,415,111,NY,12.1,no,196,393-5897,57,31.04,13.13,no,3.27,154.5,5,182.6,0
1767,134,148,1,0,11.32,415,92,OR,,no,251.6,394-3791,91,14.67,20.96,no,3.05,246.6,4,86.3,0
1768,98,136,2,29,10.96,408,85,DE,9,yes,243.6,351-1389,104,14.48,19.58,yes,2.43,230.4,3,85.2,0
1769,92,86,1,0,12.2,510,95,WA,9,no,271.2,387-6498,96,25.59,10.23,no,2.43,120.3,2,150.5,0
1770,94,67,2,28,7.18,415,73,AL,,no,159.6,338-7683,114,16.15,24.75,yes,2.7,291.2,2,,0
1771,113,141,1,0,6.92,510,81,PA,12.4,no,153.8,365-8114,107,36.65,17.05,no,3.35,200.6,6,,0
1772,120,65,3,0,6.06,415,122,MI,13.2,no,134.7,363-5450,118,35.92,13.82,no,3.56,162.6,5,211.3,0
1773,76,107,5,0,10.98,510,65,VT,8.3,no,244,382-1399,91,32.25,13.27,no,2.24,156.1,3,189.7,0
1774,127,153,0,0,9.48,510,121,LA,11.8,no,210.7,350-2075,130,28.36,12.2,no,3.19,143.5,4,166.8,0
1775,91,134,2,0,8.74,408,105,CT,8.9,no,194.3,398-8578,113,30.12,19.44,no,2.4,228.7,3,177.2,0
1776,90,49,2,0,9.23,415,117,UT,14,no,205,394-4520,98,45.27,17.66,no,3.78,207.8,2,266.3,1
1777,82,54,2,39,10.64,510,60,CO,11.3,no,236.4,360-1643,113,19.99,13.53,yes,3.05,159.2,10,117.6,0
1778,117,127,3,0,7.3,510,68,RI,9.7,no,162.2,331-8462,127,16.32,15.05,no,2.62,,4,96,0
1779,80,98,4,0,13.13,415,104,MO,11.9,no,291.8,354-3237,89,37.6,18.16,no,3.21,213.6,3,221.2,0
1780,96,83,2,0,7.27,408,78,WA,,no,161.5,338-4472,123,22.92,14.21,no,2.08,167.2,5,134.8,0
1781,108,22,2,0,9.3,415,148,FL,9.3,no,206.6,378-9506,96,30.91,16.88,no,2.51,198.6,3,181.8,0
1782,119,112,3,0,7.16,415,94,TN,16.4,no,159.1,339-6477,94,46.33,19.22,no,4.43,226.1,5,272.5,1
1783,96,132,2,25,10.31,415,107,MA,7.1,no,229.1,343-5372,87,19.24,22.94,yes,1.92,269.9,7,113.2,0
1784,113,94,0,0,12.58,415,91,WV,15.6,no,279.6,353-2080,110,14.6,19.27,no,4.21,226.7,16,,0
1785,78,132,0,0,,408,98,NM,13.9,no,240.8,405-3848,88,36.48,21.39,no,3.75,251.7,2,214.6,0
1786,129,35,0,0,,415,129,MA,8.7,no,213.1,401-3156,77,17.95,21.95,no,2.35,258.2,3,105.6,0
1787,119,156,1,0,4.25,408,106,CO,8.3,yes,94.4,377-4518,96,47.09,20.26,no,2.24,238.3,3,277,0
1788,102,110,1,38,8.26,415,112,TX,9.7,no,183.5,399-8845,82,40.17,16.65,yes,2.62,195.9,6,236.3,0
1789,108,125,2,0,7.05,408,107,RI,9.2,no,156.6,410-3159,61,19.21,14.38,no,2.48,,5,113,1
1790,65,87,3,22,9.36,415,115,WY,8.5,no,208.1,341-9443,109,44.85,8.79,yes,2.3,,3,263.8,0
1791,120,137,0,0,9.97,408,100,WA,11.1,no,221.6,357-3187,130,35.5,19.15,no,3,225.3,5,208.8,0
1792,91,92,0,0,8.94,415,115,WI,9.3,yes,198.6,421-9401,73,44.93,13.68,no,2.51,160.9,5,264.3,0
1793,90,137,0,0,5.76,408,100,OH,12.3,no,128.1,328-2110,93,24.48,15.44,no,3.32,181.6,2,144,0
1794,104,123,4,0,,415,117,NY,12.9,no,170.3,329-6731,95,20.94,16.15,no,3.48,190,5,123.2,1
1795,102,41,0,22,6.4,408,86,TX,7.2,no,142.2,370-7550,123,36.35,12.05,yes,1.94,141.8,3,213.8,0
1796,103,97,4,0,10.79,510,93,PA,11,yes,239.8,365-7774,120,24.65,25.02,no,2.97,294.3,2,145,1
1797,102,46,1,34,6.64,415,96,IN,7.2,no,147.5,368-9751,132,32.54,30.75,yes,1.94,361.8,2,191.4,0
1798,54,116,2,0,8.38,408,82,NV,,no,186.2,360-1320,116,18.85,18.14,no,2.13,213.4,2,,0
1799,102,124,3,0,10.79,415,120,WY,10.9,no,239.7,422-8344,119,30.31,19.98,no,2.94,235,1,178.3,0
1800,113,130,1,0,5.17,415,111,FL,,no,114.9,343-9946,140,27.68,24.68,no,1.94,,3,162.8,0
1801,100,34,2,14,8.99,415,126,MT,10.7,no,199.8,372-4203,120,25.76,21.14,yes,2.89,,5,151.5,0
1802,118,117,1,0,6.89,415,84,GA,10,yes,153.2,328-5188,86,48.86,22.07,no,2.7,259.6,3,,1
1803,123,55,3,25,7.91,408,95,CO,11,no,175.7,419-2637,90,28.15,11.57,yes,2.97,,2,165.6,0
1804,106,87,2,0,,510,117,OH,8.9,no,273.4,350-5993,152,26.06,19.08,no,2.4,224.5,5,153.3,0
1805,92,103,6,36,7.5,510,110,UT,10.9,no,166.7,327-3587,80,14.82,14.39,yes,2.94,,5,87.2,1
1806,100,161,2,0,10.87,415,135,NC,7.8,no,241.5,394-5489,104,54.79,19.58,no,2.11,230.4,5,322.3,1
1807,117,64,3,0,7.33,408,108,GA,6.4,no,162.9,356-1952,84,21.1,16.39,no,1.73,,5,124.1,0
1808,101,131,4,26,11.49,510,97,ME,,yes,255.3,353-7292,127,49.79,16.97,yes,3.73,199.7,7,292.9,1
1809,124,189,3,0,9.05,415,112,MS,5.6,no,201.1,411-6501,91,38.73,14.41,no,1.51,169.5,4,227.8,0
1810,95,73,0,0,6.13,408,104,VT,13.5,no,136.2,417-2035,89,36.21,16.05,no,3.65,,3,213,0
1811,122,112,1,29,13.03,408,114,VA,11.5,no,289.5,380-5667,69,33.8,20.28,yes,3.11,238.6,5,198.8,0
1812,66,135,5,0,9,415,116,OR,8.4,no,200.1,377-1293,112,44.85,21.36,no,2.27,251.3,2,263.8,1
1813,109,73,1,0,9.64,408,67,TX,10.7,no,214.2,340-8323,152,48.69,15.15,no,2.89,178.2,14,,1
1814,104,77,2,0,9.57,510,94,OR,7.6,no,212.7,409-8814,104,39.75,22.65,no,2.05,266.5,3,233.8,0
1815,120,167,4,0,7.57,415,96,KS,11.1,no,168.3,409-4734,97,22.37,17.96,no,3,211.3,4,131.6,1
1816,110,139,0,0,12.24,408,93,DE,12.1,no,272,390-1760,120,23.63,11.3,no,3.27,132.9,1,139,0
1817,78,61,3,25,6.03,408,112,UT,9.9,no,134.1,335-9726,118,27.83,9.62,yes,2.67,113.2,3,163.7,0
1818,95,77,3,0,12.7,408,98,IN,11.3,no,282.3,328-7252,81,31.6,18.02,no,3.05,212,4,185.9,0
1819,123,85,2,37,9.54,408,90,NM,9.5,no,211.9,338-9210,76,39.03,11.25,yes,2.57,132.3,8,229.6,0
1820,97,19,1,34,11.74,510,97,TX,,no,260.9,409-3520,135,26.62,19.06,yes,3.05,224.2,1,156.6,0
1821,100,117,1,0,7.73,510,84,NH,,yes,171.8,397-1766,84,9.21,25.77,no,2.32,303.2,2,54.2,1
1822,112,98,2,31,,415,100,HI,,no,236.3,395-5015,121,30.87,18.76,yes,3.48,220.7,4,181.6,0
1823,136,128,0,32,8.61,510,80,VT,10.8,no,191.4,346-8368,101,37.89,22.27,yes,2.92,262,4,222.9,0
1824,73,120,2,24,10.25,415,103,MO,9.7,no,227.8,334-8967,119,36.16,21.89,yes,2.62,257.5,13,212.7,0
1825,87,63,0,0,8.74,510,87,MI,11.7,no,194.3,396-1278,93,31.5,19.15,no,3.16,225.3,3,185.3,0
1826,100,59,0,0,9.93,510,133,WV,7.4,no,220.6,362-9391,115,32.25,9.85,no,2,,4,189.7,0
1827,70,93,1,0,7.59,415,99,NM,,no,168.6,334-7618,112,40.77,21.4,no,2.94,251.8,10,239.8,0
1828,123,158,2,0,9.95,510,112,CA,8.6,no,221,379-5503,116,26.5,19.06,no,2.32,224.2,8,155.9,0
1829,76,66,1,0,8.31,408,111,OR,9.2,no,184.6,348-7409,125,14.89,22.27,no,2.48,262,5,87.6,0
1830,88,48,1,0,5.8,415,117,MI,7.1,no,128.9,407-2718,137,40.8,11.99,no,1.92,141,9,240,0
1831,97,185,2,0,5,408,83,FL,12.1,no,111.2,417-5034,110,9.45,24.54,no,3.27,,3,55.6,0
1832,115,122,0,0,8.5,415,137,VT,8.6,no,188.9,386-6535,110,23.24,20.66,no,2.32,,4,136.7,0
1833,69,80,2,38,9.43,415,68,WV,9.5,no,209.5,356-2093,102,40.22,16.79,yes,2.57,197.5,10,236.6,0
1834,115,101,1,0,12.38,415,101,MN,10.8,no,275,361-9923,145,31.26,21.75,no,2.92,255.9,11,183.9,0
1835,114,56,1,0,10.65,415,110,KY,10.5,yes,236.7,347-1640,67,30.21,18.33,no,2.84,215.6,5,177.7,0
1836,85,93,0,0,10.49,415,95,NJ,11.5,no,233,405-3533,82,24.87,18.41,no,3.11,216.6,3,146.3,0
1837,138,116,2,24,7.51,408,90,NH,6,no,166.9,369-2214,89,31.21,17.32,yes,1.62,203.8,3,183.6,0
1838,93,117,2,0,3.82,408,56,WA,,no,84.8,381-2498,118,32.49,24.04,no,3.24,282.8,4,191.1,0
1839,102,148,1,0,11.76,415,128,DC,10.9,no,261.3,329-9364,90,34.34,20.67,no,2.94,243.2,3,202,0
1840,104,90,0,26,9.6,415,104,TX,13.3,yes,213.3,355-9366,76,28.73,16.05,yes,3.59,188.8,3,169,1
1841,119,95,0,0,8.17,408,70,AL,14,no,181.5,333-7225,120,32.33,13.35,no,3.78,157.1,6,190.2,0
1842,81,166,2,0,5.94,415,110,MA,9.2,no,132,363-4005,124,34.58,14.25,no,2.48,167.7,5,203.4,0
1843,102,144,1,37,5.33,510,77,UT,10,no,118.5,370-2451,111,37.38,18.88,yes,2.7,222.1,4,219.9,0
1844,108,195,0,0,8.28,415,88,UT,5.1,no,184,355-3620,99,10.74,18.72,no,1.38,220.2,3,63.2,0
1845,79,123,0,27,7.82,415,78,RI,15,no,173.8,333-9728,116,37.18,13.89,yes,4.05,163.4,1,218.7,0
1846,128,119,0,27,6.59,415,133,OH,11.1,no,146.5,385-7922,80,37.42,22.8,yes,3,268.2,3,220.1,0
1847,104,129,2,33,11.85,415,88,RI,5.9,no,263.4,366-7360,175,20.33,23.69,yes,1.59,278.7,2,119.6,0
1848,103,74,1,0,9.33,510,96,KY,14.1,yes,207.4,368-7555,143,21.39,17.65,no,3.81,207.7,4,125.8,1
1849,100,84,2,0,10.06,415,97,WA,12.7,no,223.5,367-5226,148,49.15,19.87,no,3.43,233.8,2,289.1,1
1850,125,99,2,42,,415,104,VA,9.3,no,215.5,400-6257,100,36.72,19.75,yes,2.51,,4,216,1
1851,134,142,0,0,6.21,408,106,MA,8.3,no,138.1,343-1009,108,36.86,15.96,no,2.24,187.8,2,216.8,0
1852,127,121,3,44,8.83,415,108,VT,8.7,yes,196.2,400-3343,129,43.2,15.32,yes,2.35,180.2,4,254.1,0
1853,89,105,0,28,7.55,510,114,OK,14.7,yes,167.7,405-4109,95,26.54,9.1,yes,3.97,107.1,3,156.1,1
1854,132,71,4,0,8.21,415,119,GA,9.7,no,182.4,391-7166,87,43.93,10.78,no,2.62,126.8,8,258.4,0
1855,74,121,5,0,6.48,408,98,DE,10.1,no,144,420-3857,103,36.65,16.4,no,2.73,192.9,4,215.6,0
1856,145,58,1,0,9.43,415,105,MO,14.9,no,209.5,353-7822,108,25.4,16.7,no,4.02,196.5,3,149.4,0
1857,122,62,2,0,8.13,415,95,WV,10.8,no,180.6,351-3169,106,32.22,8.82,no,2.92,103.8,5,189.5,0
1858,110,148,2,38,4.93,415,73,DC,16.5,no,109.6,404-1002,105,35.56,9.91,yes,4.46,116.6,4,209.2,0
1859,88,99,2,0,10.35,415,98,DE,12.4,no,229.9,415-1141,125,23.92,17.93,no,3.35,210.9,4,140.7,0
1860,111,105,2,40,9.95,415,110,UT,8.1,no,221.1,395-7857,115,40.21,9.95,yes,2.19,117,3,236.5,0
1861,103,95,0,0,10.35,415,90,UT,14,no,230,341-7112,117,26.84,22.07,no,3.78,259.6,2,157.9,0
1862,104,63,0,0,9.3,408,75,WA,9.1,no,206.6,404-9539,72,25.38,23.26,no,2.46,273.6,4,149.3,0
1863,94,155,0,0,4.34,408,108,RI,11.2,yes,96.4,334-2961,111,27.73,24.79,no,3.02,291.7,3,163.1,0
1864,114,67,0,34,9.26,415,115,MA,9.2,no,205.7,357-6348,114,27.49,17.65,yes,2.48,,4,161.7,0
1865,118,94,0,0,6.75,415,88,MT,13.4,no,150,407-8376,131,23.38,17.27,no,3.62,203.2,2,137.5,0
1866,84,95,1,0,8.95,415,112,MO,,yes,198.9,374-7787,89,28.14,24.33,no,3.11,286.2,2,165.5,1
1867,117,122,1,0,10.62,415,93,AR,11.5,yes,236,420-4089,97,24.87,18.59,no,3.11,218.7,5,146.3,0
1868,70,151,0,0,12.69,415,106,IL,,yes,281.9,347-5843,126,33.78,17.81,no,3.35,209.5,4,198.7,0
1869,84,92,1,0,7.15,415,105,DE,10.8,no,158.9,386-1374,105,33.49,22.89,no,2.92,269.3,4,197,0
1870,70,121,5,31,5.72,415,118,TX,9.7,no,127.1,408-9572,143,44.73,23.74,yes,2.62,279.3,4,263.1,0
1871,94,120,0,26,10.71,408,88,WI,7.7,no,238,374-8187,132,40.7,22.05,yes,2.08,,3,239.4,0
1872,114,80,1,0,7.36,415,119,VA,,no,163.6,383-9355,109,33.58,17.59,no,3.05,206.9,4,197.5,0
1873,35,124,2,30,10.19,415,101,MT,12,no,226.5,420-5652,82,24.57,22.3,yes,3.24,262.3,7,144.5,0
1874,99,123,0,0,10.44,408,80,NH,2.1,no,231.9,366-7560,75,38.08,17.91,no,0.57,210.7,5,224,0
1875,124,127,1,28,10.85,415,113,TN,7.7,no,241.2,339-7684,127,40.05,20.13,yes,2.08,236.8,2,235.6,0
1876,98,123,3,0,,415,77,TN,,no,243.9,337-8950,114,28.37,18.85,no,3.46,221.8,4,166.9,0
1877,65,13,2,25,4.7,510,96,WA,11.3,no,104.5,397-6064,128,30.02,14.68,yes,3.05,172.7,5,176.6,0
1878,121,13,1,0,7.15,415,64,LA,11.9,no,159,388-9653,115,9.93,22.29,no,3.21,262.2,5,,0
1879,106,72,3,0,9.64,415,136,UT,12.2,no,214.2,368-8026,106,20.09,14.21,no,3.29,167.2,3,118.2,0
1880,116,64,8,40,7.6,510,89,SC,5.9,no,168.8,333-8822,94,35.7,19.78,yes,1.59,232.7,4,210,0
1881,76,35,2,37,10.26,510,98,OK,5,no,228,350-2340,136,30.8,15.1,yes,1.35,,3,181.2,0
1882,75,165,1,0,,408,93,ME,10.3,no,311.6,350-2012,93,25.59,16.41,no,2.78,193.1,2,150.5,0
1883,98,32,2,0,7.53,415,96,NY,14.8,no,167.3,364-3567,108,28.02,19.54,no,4,229.9,2,164.8,0
1884,115,96,5,0,12.13,415,46,OK,11.5,no,269.5,362-4596,87,44.27,12.41,no,3.11,146,4,260.4,0
1885,97,136,1,0,5.36,408,85,WA,5,no,119.1,403-5575,99,25.94,17.76,no,1.35,208.9,10,152.6,0
1886,97,80,0,0,11.86,510,98,NM,12.4,no,263.6,334-9806,82,35.07,13.17,no,3.35,154.9,12,206.3,0
1887,118,147,3,24,15.86,415,116,OH,8.1,yes,352.5,365-5682,111,37.38,17.72,yes,2.19,208.5,4,219.9,0
1888,96,58,1,43,8.7,415,100,IL,8.9,yes,193.4,404-9348,105,24.28,23.15,yes,2.4,272.3,4,142.8,0
1889,107,145,1,30,,510,116,MS,11.1,yes,233.6,405-6398,85,29.8,13.03,yes,3,153.3,3,175.3,0
1890,114,129,4,0,9.57,510,98,WY,11.4,no,212.6,379-3132,86,24.43,25.31,no,3.08,297.8,8,143.7,0
1891,66,132,1,0,10.78,415,108,MA,8.8,no,239.5,405-6298,94,19.99,18.19,no,2.38,214,5,117.6,0
1892,85,54,2,0,10.99,415,93,AR,10.2,no,244.3,337-1586,132,42.08,19.16,no,2.75,,2,,1
1893,119,130,2,0,9.94,408,120,VA,6.3,no,220.9,389-7012,80,35.9,19.64,no,1.7,231.1,9,211.2,0
1894,78,21,0,0,11.13,415,79,IL,6.8,no,247.4,343-9658,108,24.82,9.32,no,1.84,109.7,7,146,0
1895,108,125,1,0,11.15,408,90,DE,13.3,no,247.8,359-9794,114,21.54,17.51,no,3.59,206,7,126.7,0
1896,91,165,6,0,8.5,510,108,WI,10.9,no,188.8,402-7746,99,26.21,22.83,no,2.94,268.6,4,154.2,0
1897,94,121,2,28,10.68,510,76,VA,6.4,no,237.3,339-2792,87,18.7,12.03,yes,1.73,,3,110,0
1898,126,146,1,0,9.71,415,95,VA,10.5,yes,215.7,391-4358,82,18.89,26.64,no,2.84,313.4,6,,0
1899,106,95,1,27,12.06,510,90,RI,11.9,no,268,339-4317,115,22.02,21.16,yes,3.21,248.9,3,129.5,0
1900,105,157,4,0,7.43,415,127,AZ,11.5,no,165.1,389-9783,113,37.52,10.14,no,3.11,,7,220.7,0
1901,99,68,3,0,,415,85,TN,11,no,202,397-1659,111,37.88,14.94,no,2.97,175.8,3,222.8,0
1902,105,134,1,40,13.05,415,61,AZ,10.8,no,290,332-6633,96,24.29,7.53,yes,2.92,88.6,6,,0
1903,65,34,1,0,13.16,408,99,SD,5,no,292.4,392-5716,105,30.7,23.83,no,1.35,280.4,3,180.6,0
1904,105,108,2,0,7.66,408,114,KY,10.9,no,170.2,376-4665,98,12.55,12.19,no,2.94,143.4,3,73.8,0
1905,129,51,1,0,8.68,415,104,MI,9.6,no,192.8,373-1448,128,39.05,28.56,no,2.59,336,1,229.7,1
1906,104,132,1,0,8.63,408,132,MI,8.9,no,191.7,389-4608,87,49.5,19.91,no,2.4,234.2,3,,1
1907,82,92,2,0,7.34,415,89,OR,,no,163.2,386-8536,99,33.41,16.15,no,2.92,190,2,196.5,0
1908,92,102,3,31,7.57,415,108,MA,6.3,no,168.2,392-1734,68,21.3,12,yes,1.7,141.2,2,125.3,0
1909,112,94,1,0,11.83,510,91,IN,9.7,no,262.9,360-5794,105,41.65,15.33,no,2.62,180.4,6,245,0
1910,120,83,0,0,6.93,415,116,OH,15.8,no,153.9,370-9116,114,57.36,19.33,no,4.27,227.4,7,337.4,1
1911,66,106,0,0,7.94,408,82,WA,12.9,no,176.4,416-4464,107,32.91,20.25,no,3.48,238.2,3,193.6,0
1912,112,108,3,0,11.41,510,73,FL,9.2,no,253.6,365-1688,90,35.82,20.29,no,2.48,238.7,5,210.7,0
1913,72,87,3,0,9.04,415,105,DE,8.6,no,200.8,379-4372,87,30.12,21.16,no,2.32,,7,177.2,0
1914,86,96,1,0,7.31,408,88,ID,12.2,no,162.5,363-3295,117,28.99,23.59,no,3.29,277.5,6,170.5,0
1915,70,99,0,0,7.66,510,77,SC,10.6,no,170.2,397-4304,104,28.76,23.08,no,2.86,271.5,2,169.2,0
1916,104,232,1,0,5.32,408,115,NM,11.8,no,118.3,386-9177,77,28.15,16.65,no,3.19,195.9,3,165.6,0
1917,126,158,1,0,,408,86,LA,10.4,no,195.4,359-6995,84,34.34,13.9,no,2.81,163.5,6,,0
1918,86,97,3,0,10.82,415,94,MD,6.4,no,240.5,397-4030,110,37.06,15.64,no,1.73,184,8,218,0
1919,116,104,4,0,9.72,408,112,AZ,11.7,no,215.9,420-3346,94,28.49,18.63,no,3.16,219.2,2,167.6,0
1920,131,120,1,0,7.52,408,104,MS,5.3,no,167.2,355-6291,96,36.06,17.8,no,1.43,209.4,5,212.1,1
1921,130,57,2,30,12.1,408,116,GA,11.4,yes,268.8,410-3782,94,39.87,16.59,yes,3.08,195.2,4,234.5,0
1922,94,111,1,21,7.5,415,116,SC,7.1,no,166.7,418-8969,108,21.61,19.41,yes,1.92,228.3,3,127.1,0
1923,121,82,3,34,,510,115,ID,4.7,no,286.7,405-7204,77,39.54,13.02,yes,1.27,153.2,3,,0
1924,130,134,2,50,6.15,415,104,OR,,no,136.7,359-7255,107,35.5,11.3,yes,3,132.9,4,208.8,0
1925,124,88,1,0,7.22,415,112,MA,14.8,no,160.5,418-6737,115,45.02,20.86,no,4,245.4,2,264.8,1
1926,112,158,1,0,9.45,408,82,MN,8.2,no,210,372-6623,93,35.68,18.81,no,2.21,221.3,3,209.9,0
1927,106,99,1,0,10.39,415,106,ID,10.9,no,230.8,406-7261,83,24.75,8.36,no,2.94,98.3,5,145.6,0
1928,105,87,1,0,3.05,510,108,IL,13,no,67.7,390-4152,136,39.32,14.59,no,3.51,171.7,6,231.3,0
1929,95,110,0,0,9.27,415,98,AK,6.9,no,206,394-4548,106,25.23,16.47,no,1.86,193.8,6,148.4,0
1930,89,16,1,0,4.23,408,85,AL,8.8,no,94.1,403-9417,102,35.62,14.69,no,2.38,172.8,4,209.5,0
1931,116,47,3,0,11.12,415,85,MA,12.3,no,247,411-7353,73,26.4,16,no,3.32,188.2,4,,0
